784.6001000000001 1135.571 0.0 -0.042454217764530434 -0.999098413267683
785.599724527305 1135.5294081912348 1.0 -0.04069470963563248 -0.9991716272030905
786.5993613242659 1135.489560987607 2.0 -0.03897140049835047 -0.9992403264196242
787.5990102195499 1135.451421791411 3.0 -0.037284326050119145 -0.9993046977929146
788.5986710418246 1135.4149540049402 4.0 -0.03563351966341839 -0.999364924477739
789.5983436197567 1135.3801210304898 5.0 -0.0340190124835796 -0.9994211858819294
790.5980277820137 1135.3468862703537 6.0 -0.03244083352483831 -0.9994736576419679
791.5977233572632 1135.3152131268266 7.0 -0.030899009764594438 -0.9995225116001978
792.5974301741717 1135.2850650022017 8.0 -0.02939356623583834 -0.9995679157835846
793.5971480614073 1135.2564052987746 9.0 -0.02792452611771496 -0.9996100343839597
794.5968768476366 1135.2291974188386 10.0 -0.02649191082418564 -0.9996490277396779
795.596616361527 1135.203404764688 11.0 -0.02509574009076393 -0.9996850523186274
796.5963664317461 1135.1789907386174 12.0 -0.023736032059293984 -0.9997182607025242
797.5961268869609 1135.1559187429211 13.0 -0.022412803360745304 -0.9997488015724313
798.5958975558384 1135.1341521798931 14.0 -0.02112606919600248 -0.9997768196954386
799.5956782670462 1135.113654451828 15.0 -0.019875843414625505 -0.9998024559124454
800.5954688492516 1135.0943889610198 16.0 -0.018662138591560826 -0.9998258471269831
801.5952691311211 1135.0763191097624 17.0 -0.017484966101786313 -0.9998471262950248
802.595078941323 1135.0594083003507 18.0 -0.016344336192869846 -0.9998664224157217
803.5948981085239 1135.0436199350788 19.0 -0.015240258055429095 -0.9998838605230129
804.5947264613914 1135.028917416241 20.0 -0.01417273989147797 -0.999899561678056
805.5945638285925 1135.0152641461314 21.0 -0.013141788980645525 -0.9999136429624251
806.5944100387943 1135.002623527044 22.0 -0.012147411744256693 -0.999926217472027
807.5942649206645 1134.9909589612737 23.0 -0.01118961380726598 -0.999937394311686
808.5941283028701 1134.980233851114 24.0 -0.010268400058033244 -0.9999472785903506
809.5940000140782 1134.97041159886 25.0 -0.009383774705933677 -0.9999559714168761
810.5938798829563 1134.9614556068052 26.0 -0.0085357413367963 -0.9999635698963394
811.5937677381718 1134.9533292772444 27.0 -0.007724302966161892 -0.9999701671268433
812.5936634083913 1134.9459960124714 28.0 -0.0069494620903588315 -0.9999758521967691
813.5935667222827 1134.9394192147806 29.0 -0.006211220735388952 -0.9999807101824396
814.5934775085129 1134.933562286467 30.0 -0.0055095805036191985 -0.9999848221461535
815.5933955957493 1134.9283886298233 31.0 -0.004844542618279374 -0.9999882651345563
816.5933208126592 1134.9238616471455 32.0 -0.004216107965758982 -0.9999911121773138
817.5932529879096 1134.9199447407268 33.0 -0.0036242771357015073 -0.9999934322860544
818.593191950168 1134.9166013128615 34.0 -0.0030690504588984932 -0.9999952904535504
819.5931375281014 1134.9137947658442 35.0 -0.0025504280429748134 -0.99999674765311
820.5930895503774 1134.911488501969 36.0 -0.002068409805869858 -0.9999978608381495
821.593047845663 1134.9096459235302 37.0 -0.0016229955071116898 -0.9999986829419246
822.5930122426255 1134.908230432822 38.0 -0.001214184776882479 -0.9999992628773922
